Waktu,Nilai
11:27:02,0
11:27:03,0
11:27:04,0
11:27:05,0
11:27:06,0
11:27:07,0
11:27:08,0
11:27:09,0
11:27:10,0
11:27:11,0
11:27:12,0
11:27:13,0
11:27:14,0
11:27:15,0
11:27:16,0
11:27:17,0
11:27:18,0
11:27:19,0
11:27:20,0
11:27:21,0
11:27:22,0
11:27:23,0
11:27:24,0
11:27:25,0
11:27:26,0
11:27:27,0
11:27:28,0
11:27:29,0
11:27:30,0
11:27:31,0
11:27:32,0
11:27:33,0
11:27:34,0
11:27:35,0
11:27:36,0
11:27:37,0
11:27:38,0
11:27:39,0
11:27:40,0
11:27:41,0
11:27:42,0
11:27:43,0
11:27:44,0
11:27:45,0
11:27:46,0
11:27:47,0
11:27:48,0
11:27:49,0
11:27:50,0
11:27:51,0
11:27:52,0
11:27:53,0
11:27:54,0
11:27:55,0
11:27:56,0
11:27:57,0
11:27:58,0
11:27:59,0
11:28:00,0
