Waktu,Nilai
12:03:18,0
12:03:19,0
12:03:20,0
12:03:21,0
12:03:22,0
12:03:23,0
12:03:24,0
12:03:25,0
12:03:26,0
12:03:27,0
12:03:28,0
12:03:29,0
12:03:30,0
12:03:31,40
12:03:32,196
12:03:33,644
12:03:34,784
12:03:35,314
12:03:36,211
12:03:37,127
12:03:38,88
12:03:39,88
12:03:40,76
12:03:41,20
12:03:42,0
12:03:43,0
12:03:44,0
12:03:45,0
12:03:46,0
12:03:47,0
12:03:48,0
12:03:49,0
12:03:50,0
12:03:51,0
12:03:52,0
12:03:53,0
12:03:54,0
12:03:55,0
12:03:56,0
12:03:57,0
12:03:58,0
12:03:59,0
12:04:00,0
12:04:01,0
12:04:02,0
12:04:03,0
12:04:04,0
12:04:05,0
12:04:06,0
12:04:07,0
12:04:08,0
12:04:09,0
12:04:10,0
12:04:11,0
12:04:12,0
12:04:13,0
12:04:14,0
12:04:15,0
12:04:16,0
12:04:17,0
