Waktu,Nilai
16:02:42,0
16:02:43,0
16:02:44,0
16:02:45,0
16:02:46,0
16:02:47,0
16:02:48,0
16:02:49,0
16:02:50,0
16:02:51,0
16:02:52,0
16:02:53,0
16:02:54,0
16:02:55,0
16:02:56,0
16:02:57,0
16:02:58,0
16:02:59,0
16:03:00,0
16:03:01,0
16:03:02,0
16:03:03,0
16:03:04,0
16:03:05,0
16:03:06,0
16:03:07,0
16:03:08,0
16:03:09,0
16:03:10,0
16:03:11,0
16:03:12,0
16:03:13,0
16:03:14,0
16:03:15,0
16:03:16,0
16:03:17,0
16:03:18,0
16:03:19,0
16:03:20,0
16:03:21,0
16:03:22,0
16:03:23,0
16:03:24,0
16:03:25,0
16:03:26,0
16:03:27,0
16:03:28,0
16:03:29,0
16:03:30,0
16:03:31,0
16:03:32,0
16:03:33,0
16:03:34,0
16:03:35,0
16:03:36,0
16:03:37,0
16:03:38,0
16:03:39,0
16:03:40,0
