Waktu,Nilai
16:20:50,0
16:20:51,0
16:20:52,0
16:20:53,0
16:20:54,0
16:20:55,0
16:20:56,0
16:20:57,0
16:20:58,0
16:20:59,0
16:21:00,-1
16:21:01,0
16:21:02,0
16:21:03,0
16:21:04,0
16:21:05,0
16:21:06,0
16:21:07,0
16:21:08,0
16:21:09,0
16:21:10,0
16:21:11,0
16:21:12,0
16:21:13,0
16:21:14,0
16:21:15,0
16:21:16,0
16:21:17,0
16:21:18,0
16:21:19,0
16:21:20,0
16:21:21,0
16:21:22,0
16:21:23,0
16:21:24,0
16:21:25,0
16:21:26,0
16:21:27,0
16:21:28,0
16:21:29,0
16:21:30,0
16:21:31,0
16:21:32,0
16:21:33,0
16:21:34,0
16:21:35,0
16:21:36,0
16:21:37,0
16:21:38,0
16:21:39,0
16:21:40,0
16:21:41,0
16:21:42,0
16:21:43,0
16:21:44,0
16:21:45,0
16:21:46,0
16:21:47,0
16:21:48,0
16:21:49,0
16:21:50,0
16:21:51,0
16:21:52,0
16:21:53,0
16:21:54,0
16:21:55,0
16:21:56,0
16:21:57,0
16:21:58,0
16:22:00,0
16:22:01,0
16:22:02,0
16:22:03,0
16:22:04,0
16:22:05,0
16:22:06,0
16:22:07,0
16:22:08,0
16:22:09,0
16:22:10,0
16:22:11,0
16:22:12,0
16:22:13,0
16:22:14,0
16:22:15,0
16:22:16,0
16:22:17,0
16:22:18,0
16:22:19,0
16:22:20,0
16:22:21,0
16:22:22,0
16:22:23,0
16:22:24,0
16:22:25,0
16:22:26,0
16:22:27,0
16:22:28,0
16:22:29,0
16:22:30,0
16:22:31,0
16:22:32,0
16:22:33,0
16:22:34,0
16:22:35,0
16:22:36,0
16:22:37,0
16:22:38,0
16:22:39,0
16:22:40,0
16:22:41,0
16:22:42,0
16:22:43,0
16:22:44,0
16:22:45,0
16:22:46,0
16:22:47,0
16:22:48,0
16:22:49,0
