Waktu,Nilai
13:59:45,0
13:59:46,0
13:59:47,0
13:59:48,0
13:59:49,0
13:59:50,0
13:59:51,0
13:59:52,0
13:59:53,0
13:59:54,0
13:59:55,0
13:59:56,0
13:59:57,0
13:59:58,0
13:59:59,0
14:00:00,0
14:00:01,0
14:00:02,0
14:00:03,0
14:00:04,0
14:00:05,0
14:00:06,0
14:00:07,0
14:00:08,0
14:00:09,0
14:00:10,0
14:00:11,0
14:00:12,0
14:00:13,0
14:00:14,0
14:00:15,0
14:00:16,0
14:00:17,0
14:00:18,0
14:00:19,0
14:00:20,0
14:00:21,0
14:00:22,0
14:00:23,0
14:00:24,0
14:00:25,0
14:00:26,0
14:00:27,0
14:00:28,0
14:00:29,0
14:00:30,0
14:00:31,0
14:00:32,0
14:00:33,0
14:00:34,0
14:00:35,0
14:00:36,0
14:00:37,0
14:00:38,0
14:00:39,0
14:00:40,0
14:00:41,0
14:00:42,0
14:00:43,0
